zip,city,county,state,pop,jobs
90604,Whittier,Los Angeles,CA,42911,"1,101"
90605,Whittier,Los Angeles,CA,40192,"1,098"
90606,Whittier,Los Angeles,CA,32987,"1,094"
90640,Montebello,Los Angeles,CA,62730,"1,090"
90022,Los Angeles,Los Angeles,CA,67014,"1,087"
90650,Norwalk,Los Angeles,CA,105304,"1,084"
90241,Downey,Los Angeles,CA,43215,"1,079"
90660,Pico Rivera,Los Angeles,CA,63001,"1,075"
90621,Buena Park,Orange,CA,35598,"1,060"
90601,Whittier,Los Angeles,CA,32053,"1,060"
90706,Bellflower,Los Angeles,CA,77195,"1,060"
90631,La Habra,Orange,CA,69064,"1,052"
90201,Bell,Los Angeles,CA,101965,"1,050"
90242,Downey,Los Angeles,CA,42694,"1,048"
90255,Huntington Park,Los Angeles,CA,75019,"1,047"
91770,Rosemead,Los Angeles,CA,62703,"1,041"
91745,Hacienda Heights,Los Angeles,CA,55202,"1,040"
90023,Los Angeles,Los Angeles,CA,46680,"1,040"
90713,Lakewood,Los Angeles,CA,28202,"1,037"
91733,South El Monte,Los Angeles,CA,45365,"1,032"
90063,Los Angeles,Los Angeles,CA,53980,"1,028"
90280,South Gate,Los Angeles,CA,94642,"1,026"
92801,Anaheim,Orange,CA,66594,"1,022"
90703,Cerritos,Los Angeles,CA,50589,"1,021"
91754,Monterey Park,Los Angeles,CA,33636,"1,021"
90723,Paramount,Los Angeles,CA,54513,"1,017"
90033,Los Angeles,Los Angeles,CA,49155,"1,016"
90620,Buena Park,Orange,CA,46414,"1,011"
90262,Lynwood,Los Angeles,CA,70536,"1,004"
90032,Los Angeles,Los Angeles,CA,48031,"1,004"
91776,San Gabriel,Los Angeles,CA,38664,"1,004"
90031,Los Angeles,Los Angeles,CA,39916,"1,002"
91731,El Monte,Los Angeles,CA,30222,"1,001"
90805,Long Beach,Los Angeles,CA,95995,996
90012,Los Angeles,Los Angeles,CA,36552,995
91780,Temple City,Los Angeles,CA,35133,994
90001,Los Angeles,Los Angeles,CA,59832,989
90221,Compton,Los Angeles,CA,51688,988
90807,Long Beach,Los Angeles,CA,32202,988
90017,Los Angeles,Los Angeles,CA,27723,983
90222,Compton,Los Angeles,CA,33200,982
90002,Los Angeles,Los Angeles,CA,53302,981
90059,Los Angeles,Los Angeles,CA,46185,980
92821,Brea,Orange,CA,37712,979
90220,Compton,Los Angeles,CA,52817,976
90806,Long Beach,Los Angeles,CA,41990,976
90026,Los Angeles,Los Angeles,CA,68906,973
90011,Los Angeles,Los Angeles,CA,111165,972
91732,El Monte,Los Angeles,CA,62905,971
90007,Los Angeles,Los Angeles,CA,42433,968
90810,Long Beach,Los Angeles,CA,37251,968
90057,Los Angeles,Los Angeles,CA,50152,965
90042,Los Angeles,Los Angeles,CA,63193,964
90006,Los Angeles,Los Angeles,CA,59576,963
92804,Anaheim,Orange,CA,89915,962
90638,La Mirada,Los Angeles,CA,49227,962
91748,Rowland Heights,Los Angeles,CA,47079,959
90037,Los Angeles,Los Angeles,CA,67640,955
92805,Anaheim,Orange,CA,74478,953
90003,Los Angeles,Los Angeles,CA,73730,951
91744,La Puente,Los Angeles,CA,85421,949
90813,Long Beach,Los Angeles,CA,58380,948
90065,Los Angeles,Los Angeles,CA,46461,948
90670,Santa Fe Springs,Los Angeles,CA,16700,948
92833,Fullerton,Orange,CA,52435,946
92831,Fullerton,Orange,CA,37359,945
90808,Long Beach,Los Angeles,CA,39330,945
90044,Los Angeles,Los Angeles,CA,99443,944
90061,Los Angeles,Los Angeles,CA,27873,942
90047,Los Angeles,Los Angeles,CA,51411,939
90005,Los Angeles,Los Angeles,CA,39732,939
90680,Stanton,Orange,CA,30531,936
90043,Los Angeles,Los Angeles,CA,45873,929
90020,Los Angeles,Los Angeles,CA,39189,928
90018,Los Angeles,Los Angeles,CA,53490,927
90029,Los Angeles,Los Angeles,CA,36668,926
90301,Inglewood,Los Angeles,CA,38234,925
90004,Los Angeles,Los Angeles,CA,60541,925
90603,Whittier,Los Angeles,CA,21584,924
90602,Whittier,Los Angeles,CA,25581,924
90630,Cypress,Orange,CA,49205,922
90802,Long Beach,Los Angeles,CA,38962,917
90040,Los Angeles,Los Angeles,CA,12328,915
91790,West Covina,Los Angeles,CA,45444,912
91801,Alhambra,Los Angeles,CA,54768,912
91706,Baldwin Park,Los Angeles,CA,76930,911
91007,Arcadia,Los Angeles,CA,34116,909
90744,Wilmington,Los Angeles,CA,56880,909
90240,Downey,Los Angeles,CA,26413,909
90247,Gardena,Los Angeles,CA,48293,908
90028,Los Angeles,Los Angeles,CA,29774,907
92802,Anaheim,Orange,CA,42016,904
90815,Long Beach,Los Angeles,CA,41312,902
90745,Carson,Los Angeles,CA,56930,902
90270,Maywood,Los Angeles,CA,27287,902
91803,Alhambra,Los Angeles,CA,29567,902
90804,Long Beach,Los Angeles,CA,39239,900
90027,Los Angeles,Los Angeles,CA,44770,900
90016,Los Angeles,Los Angeles,CA,45899,895
91205,Glendale,Los Angeles,CA,37638,894
90019,Los Angeles,Los Angeles,CA,64534,893
90701,Artesia,Los Angeles,CA,16801,892
90038,Los Angeles,Los Angeles,CA,28580,891
90712,Lakewood,Los Angeles,CA,31217,890
90036,Los Angeles,Los Angeles,CA,37965,888
90302,Inglewood,Los Angeles,CA,30017,887
91104,Pasadena,Los Angeles,CA,37874,885
91755,Monterey Park,Los Angeles,CA,26803,885
91103,Pasadena,Los Angeles,CA,27659,884
91746,La Puente,Los Angeles,CA,29709,883
92840,Garden Grove,Orange,CA,54735,881
90250,Hawthorne,Los Angeles,CA,97072,879
91206,Glendale,Los Angeles,CA,34739,877
90716,Hawaiian Gardens,Los Angeles,CA,14285,869
90623,La Palma,Orange,CA,15662,867
90715,Lakewood,Los Angeles,CA,20256,867
90013,Los Angeles,Los Angeles,CA,12559,860
90089,Los Angeles,Los Angeles,CA,3786,859
91789,Walnut,Los Angeles,CA,44440,858
90014,Los Angeles,Los Angeles,CA,8688,857
92832,Fullerton,Orange,CA,25837,856
90803,Long Beach,Los Angeles,CA,32126,855
92835,Fullerton,Orange,CA,23528,854
91006,Arcadia,Los Angeles,CA,32958,851
92806,Anaheim,Orange,CA,39442,850
90045,Los Angeles,Los Angeles,CA,40567,850
91108,San Marino,Los Angeles,CA,13375,850
91775,San Gabriel,Los Angeles,CA,25004,850
91030,South Pasadena,Los Angeles,CA,25637,848
90034,Los Angeles,Los Angeles,CA,53861,847
90041,Los Angeles,Los Angeles,CA,29090,847
90501,Torrance,Los Angeles,CA,41975,841
90015,Los Angeles,Los Angeles,CA,22651,839
92870,Placentia,Orange,CA,53600,837
91001,Altadena,Los Angeles,CA,37818,833
90046,Los Angeles,Los Angeles,CA,50900,832
91791,West Covina,Los Angeles,CA,33397,831
90066,Los Angeles,Los Angeles,CA,59167,826
91105,Pasadena,Los Angeles,CA,12617,824
91765,Diamond Bar,Los Angeles,CA,46593,822
90405,Santa Monica,Los Angeles,CA,28156,822
91604,Studio City,Los Angeles,CA,32910,816
91601,North Hollywood,Los Angeles,CA,36841,813
90025,Los Angeles,Los Angeles,CA,46883,810
91106,Pasadena,Los Angeles,CA,25543,810
90024,Los Angeles,Los Angeles,CA,51627,805
91204,Glendale,Los Angeles,CA,18723,805
91792,West Covina,Los Angeles,CA,29619,805
92867,Orange,Orange,CA,44655,804
90010,Los Angeles,Los Angeles,CA,3822,803
91607,Valley Village,Los Angeles,CA,30611,801
90710,Harbor City,Los Angeles,CA,28045,799
91101,Pasadena,Los Angeles,CA,21395,797
90305,Inglewood,Los Angeles,CA,15042,795
91423,Sherman Oaks,Los Angeles,CA,33172,789
92683,Westminster,Orange,CA,91105,788
91606,North Hollywood,Los Angeles,CA,44295,788
91722,Covina,Los Angeles,CA,34631,787
90720,Los Alamitos,Orange,CA,22261,787
91203,Glendale,Los Angeles,CA,15410,784
91207,Glendale,Los Angeles,CA,11031,783
90266,Manhattan Beach,Los Angeles,CA,35500,782
90746,Carson,Los Angeles,CA,27075,782
92843,Garden Grove,Orange,CA,46873,781
90303,Inglewood,Los Angeles,CA,24374,781
90260,Lawndale,Los Angeles,CA,34827,781
91214,La Crescenta,Los Angeles,CA,30787,777
90211,Beverly Hills,Los Angeles,CA,8019,775
91401,Van Nuys,Los Angeles,CA,39755,774
90230,Culver City,Los Angeles,CA,32687,774
91016,Monrovia,Los Angeles,CA,41105,773
91505,Burbank,Los Angeles,CA,30902,772
92706,Santa Ana,Orange,CA,35748,770
90278,Redondo Beach,Los Angeles,CA,40252,769
90731,San Pedro,Los Angeles,CA,60659,768
90056,Los Angeles,Los Angeles,CA,7649,767
90248,Gardena,Los Angeles,CA,11607,767
92845,Garden Grove,Orange,CA,16273,766
91024,Sierra Madre,Los Angeles,CA,10932,766
90069,West Hollywood,Los Angeles,CA,20230,766
90212,Beverly Hills,Los Angeles,CA,13314,766
92886,Yorba Linda,Orange,CA,50784,765
90503,Torrance,Los Angeles,CA,44605,765
91208,Glendale,Los Angeles,CA,15860,764
92823,Brea,Orange,CA,4872,762
90232,Culver City,Los Angeles,CA,14780,761
91352,Sun Valley,Los Angeles,CA,47076,760
90048,Los Angeles,Los Angeles,CA,21489,757
91605,North Hollywood,Los Angeles,CA,53113,755
91502,Burbank,Los Angeles,CA,10708,754
90249,Gardena,Los Angeles,CA,26429,754
91405,Van Nuys,Los Angeles,CA,55506,752
90035,Los Angeles,Los Angeles,CA,27272,747
90068,Los Angeles,Los Angeles,CA,21092,746
91020,Montrose,Los Angeles,CA,8633,745
91506,Burbank,Los Angeles,CA,18591,744
91602,North Hollywood,Los Angeles,CA,19672,744
91202,Glendale,Los Angeles,CA,23345,744
91011,La Canada Flintridge,Los Angeles,CA,20301,743
90814,Long Beach,Los Angeles,CA,19685,743
90094,Los Angeles,Los Angeles,CA,9827,740
90304,Inglewood,Los Angeles,CA,25946,739
92865,Orange,Orange,CA,20664,736
91402,Panorama City,Los Angeles,CA,72059,735
91316,Encino,Los Angeles,CA,30499,734
90505,Torrance,Los Angeles,CA,37220,734
90293,Playa Del Rey,Los Angeles,CA,12728,730
90077,Los Angeles,Los Angeles,CA,8382,727
07114,Newark,Essex,NJ,12024,727
91201,Glendale,Los Angeles,CA,23281,726
90064,Los Angeles,Los Angeles,CA,25925,725
92861,Villa Park,Orange,CA,5822,724
90049,Los Angeles,Los Angeles,CA,36418,724
92701,Santa Ana,Orange,CA,55058,723
90740,Seal Beach,Orange,CA,24307,721
90401,Santa Monica,Los Angeles,CA,7111,719
92807,Anaheim,Orange,CA,35687,718
92703,Santa Ana,Orange,CA,69112,716
91331,Pacoima,Los Angeles,CA,105458,716
07657,Ridgefield,Bergen,NJ,11227,716
91501,Burbank,Los Angeles,CA,20511,715
07643,Little Ferry,Bergen,NJ,10782,715
92844,Garden Grove,Orange,CA,23189,714
90277,Redondo Beach,Los Angeles,CA,34827,714
90404,Santa Monica,Los Angeles,CA,22929,714
91406,Van Nuys,Los Angeles,CA,54890,713
90245,El Segundo,Los Angeles,CA,16731,712
91436,Encino,Los Angeles,CA,15292,711
90291,Venice,Los Angeles,CA,26950,711
90292,Marina Del Rey,Los Angeles,CA,23549,710
90210,Beverly Hills,Los Angeles,CA,19314,709
07632,Englewood Cliffs,Bergen,NJ,5453,709
92647,Huntington Beach,Orange,CA,62199,708
90502,Torrance,Los Angeles,CA,17778,708
07073,East Rutherford,Bergen,NJ,9584,705
91723,Covina,Los Angeles,CA,18521,704
07605,Leonia,Bergen,NJ,9086,704
07057,Wallington,Bergen,NJ,11540,702
07072,Carlstadt,Bergen,NJ,6178,701
91702,Azusa,Los Angeles,CA,62066,700
07603,Bogota,Bergen,NJ,8360,699
90402,Santa Monica,Los Angeles,CA,11882,698
92869,Orange,Orange,CA,36846,697
92868,Orange,Orange,CA,27072,697
07075,Wood Ridge,Bergen,NJ,8769,696
07626,Cresskill,Bergen,NJ,8699,695
91403,Sherman Oaks,Los Angeles,CA,25156,694
07661,River Edge,Bergen,NJ,11500,694
90403,Santa Monica,Los Angeles,CA,23902,692
07607,Maywood,Bergen,NJ,9661,692
07604,Hasbrouck Heights,Bergen,NJ,12082,691
91343,North Hills,Los Angeles,CA,66743,685
07014,Clifton,Passaic,NJ,5300,685
92866,Orange,Orange,CA,15574,684
92655,Midway City,Orange,CA,8382,684
91504,Burbank,Los Angeles,CA,26749,683
92780,Tustin,Orange,CA,59499,682
91356,Tarzana,Los Angeles,CA,29822,679
91411,Van Nuys,Los Angeles,CA,26111,678
07627,Demarest,Bergen,NJ,4942,678
07504,Paterson,Passaic,NJ,11578,674
92708,Fountain Valley,Orange,CA,56953,673
92808,Anaheim,Orange,CA,20483,672
07662,Rochelle Park,Bergen,NJ,5597,672
07641,Haworth,Bergen,NJ,3418,670
92887,Yorba Linda,Orange,CA,20012,668
07028,Glen Ridge,Essex,NJ,7724,667
91340,San Fernando,Los Angeles,CA,36156,666
07649,Oradell,Bergen,NJ,8141,666
91335,Reseda,Los Angeles,CA,81824,663
07630,Emerson,Bergen,NJ,7596,662
91010,Duarte,Los Angeles,CA,26380,661
90272,Pacific Palisades,Los Angeles,CA,21629,660
07624,Closter,Bergen,NJ,8565,660
91040,Sunland,Los Angeles,CA,20049,656
07064,Port Reading,Middlesex,NJ,3864,656
92704,Santa Ana,Orange,CA,88321,653
07041,Millburn,Essex,NJ,6770,651
91724,Covina,Los Angeles,CA,26717,650
91042,Tujunga,Los Angeles,CA,26966,650
91768,Pomona,Los Angeles,CA,35191,644
07452,Glen Rock,Bergen,NJ,11780,644
07033,Kenilworth,Union,NJ,8161,638
07640,Harrington Park,Bergen,NJ,4753,636
91342,Sylmar,Los Angeles,CA,94595,635
07068,Roseland,Essex,NJ,5834,633
92648,Huntington Beach,Orange,CA,46228,629
07648,Norwood,Bergen,NJ,5812,628
90254,Hermosa Beach,Los Angeles,CA,19539,625
92705,Santa Ana,Orange,CA,47298,623
90275,Rancho Palos Verdes,Los Angeles,CA,42146,623
07512,Totowa,Passaic,NJ,10828,623
92880,Corona,Riverside,CA,69656,622
07676,Township Of Washington,Bergen,NJ,9207,618
07642,Hillsdale,Bergen,NJ,10317,616
91345,Mission Hills,Los Angeles,CA,19145,614
07027,Garwood,Union,NJ,4338,613
92646,Huntington Beach,Orange,CA,55870,610
91344,Granada Hills,Los Angeles,CA,53613,610
91325,Northridge,Los Angeles,CA,34575,610
91306,Winnetka,Los Angeles,CA,49678,608
92707,Santa Ana,Orange,CA,60831,606
07647,Northvale,Bergen,NJ,5487,603
91324,Northridge,Los Angeles,CA,29670,602
90717,Lomita,Los Angeles,CA,21508,602
07092,Mountainside,Union,NJ,6890,599
91766,Pomona,Los Angeles,CA,72348,596
91740,Glendora,Los Angeles,CA,25877,595
91364,Woodland Hills,Los Angeles,CA,27971,593
90290,Topanga,Los Angeles,CA,5681,593
07936,East Hanover,Morris,NJ,11072,591
92604,Irvine,Orange,CA,28990,588
90732,San Pedro,Los Angeles,CA,22780,586
07423,Ho Ho Kus,Bergen,NJ,4094,584
07023,Fanwood,Union,NJ,7660,576
07932,Florham Park,Morris,NJ,9902,576
92782,Tustin,Orange,CA,23084,575
91367,Woodland Hills,Los Angeles,CA,45970,570
92602,Irvine,Orange,CA,23238,569
08863,Fords,Middlesex,NJ,12094,569
07004,Fairfield,Essex,NJ,7390,568
07463,Waldwick,Bergen,NJ,9986,567
07432,Midland Park,Bergen,NJ,7244,563
92881,Corona,Riverside,CA,33531,560
92627,Costa Mesa,Orange,CA,63161,559
07677,Woodcliff Lake,Bergen,NJ,5832,557
07656,Park Ridge,Bergen,NJ,8795,554
92620,Irvine,Orange,CA,52569,553
91767,Pomona,Los Angeles,CA,50606,551
92882,Corona,Riverside,CA,73250,549
92660,Newport Beach,Orange,CA,35446,545
07645,Montvale,Bergen,NJ,8489,541
07058,Pine Brook,Morris,NJ,5109,541
91741,Glendora,Los Angeles,CA,26794,540
91326,Northridge,Los Angeles,CA,36339,540
91303,Canoga Park,Los Angeles,CA,31586,540
91311,Chatsworth,Los Angeles,CA,40839,536
91710,Chino,San Bernardino,CA,91773,531
07922,Berkeley Heights,Union,NJ,12314,530
92612,Irvine,Orange,CA,33234,529
07417,Franklin Lakes,Bergen,NJ,10946,529
07401,Allendale,Bergen,NJ,6765,529
91304,Canoga Park,Los Angeles,CA,54361,527
92606,Irvine,Orange,CA,26171,524
07758,Port Monmouth,Monmouth,NJ,4528,520
92860,Norco,Riverside,CA,26849,518
91750,La Verne,Los Angeles,CA,34129,517
91302,Calabasas,Los Angeles,CA,26712,517
07440,Pequannock,Morris,NJ,4469,515
07035,Lincoln Park,Morris,NJ,10487,512
98166,Seattle,King,WA,21452,512
98146,Seattle,King,WA,27780,511
75006,Carrollton,Dallas,TX,51642,510
90274,Palos Verdes Peninsula,Los Angeles,CA,25061,506
98178,Seattle,King,WA,27335,506
98136,Seattle,King,WA,16997,503
98106,Seattle,King,WA,25940,503
98108,Seattle,King,WA,23639,503
07444,Pompton Plains,Morris,NJ,10722,502
07981,Whippany,Morris,NJ,9051,502
98056,Renton,King,WA,35722,501
91709,Chino Hills,San Bernardino,CA,80701,500
98126,Seattle,King,WA,23646,500
